StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q7,Q8,Q8_4_TEXT,Q35,Q35_7_TEXT,Q11,Q10,Q1,Condition
2018-11-01 13:26:22,2018-11-01 13:27:05,IP Address,73.187.47.196,100,42,True,2018-11-01 13:27:05,R_xryYqVgbZ75KMEN,,,,,40.181396484375,-76.9969024658203125,anonymous,EN,Yes- I consent,,,,,,51,Female,,Other - Please specify,mixed,Yes,Lean Democrat,Yes,2
2018-11-01 13:26:40,2018-11-01 13:27:07,IP Address,47.184.146.229,100,26,True,2018-11-01 13:27:07,R_2tcja3TytM5ssJR,,,,,32.9579010009765625,-96.62359619140625,anonymous,EN,Yes- I consent,,,,,,40,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:26:09,2018-11-01 13:27:15,IP Address,97.82.93.157,100,66,True,2018-11-01 13:27:15,R_yDW0iMAdaD3ivxD,,,,,36.4907073974609375,-82.62000274658203125,anonymous,EN,Yes- I consent,40.462,40.933,44.232,2,3,30,Male,,Caucasian,,No,Somewhere in-between,No,1
2018-11-01 13:26:26,2018-11-01 13:27:18,IP Address,162.254.36.111,100,51,True,2018-11-01 13:27:18,R_2zjQ6JaANzBBJFK,,,,,34.0583953857421875,-118.2779998779296875,anonymous,EN,Yes- I consent,,,,,,27,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:25:23,2018-11-01 13:27:20,IP Address,200.10.38.87,100,116,True,2018-11-01 13:27:20,R_TnpOrnvrt9A77Q5,,,,,40.730804443359375,-73.99749755859375,anonymous,EN,Yes- I consent,62.11,62.11,64.704,1,3,25,Female,,Asian,,Yes,Lean Republican,Yes,1
2018-11-01 13:26:23,2018-11-01 13:27:22,IP Address,72.224.170.226,100,58,True,2018-11-01 13:27:22,R_3HhOvNpz8idRi2v,,,,,46.6842041015625,-68.01180267333984375,anonymous,EN,Yes- I consent,,,,,,35,Female,,Caucasian,,Maybe,Lean Democrat,Yes,2
2018-11-01 13:26:09,2018-11-01 13:27:22,IP Address,68.5.68.191,100,73,True,2018-11-01 13:27:22,R_3DpXy3RO1v9mCjA,,,,,33.514495849609375,-117.708404541015625,anonymous,EN,Yes- I consent,41.697,41.697,44.004,1,3,56,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:26:16,2018-11-01 13:27:24,IP Address,108.252.49.235,100,67,True,2018-11-01 13:27:24,R_2pS2If4MMhwZCB7,,,,,41.1219940185546875,-81.5684967041015625,anonymous,EN,Yes- I consent,,,,,,34,Female,,Black/African,,Yes,Lean Democrat,Yes,2
2018-11-01 13:26:55,2018-11-01 13:27:28,IP Address,204.46.72.42,100,33,True,2018-11-01 13:27:28,R_YWxsSUBdOrwFdMR,,,,,33.94610595703125,-83.417999267578125,anonymous,EN,Yes- I consent,,,,,,39,Male,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:24:39,2018-11-01 13:27:29,IP Address,107.77.232.144,100,170,True,2018-11-01 13:27:29,R_2UbKofn2XuwU7xz,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes- I consent,81.273,81.273,82.23,1,3,26,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:26:46,2018-11-01 13:27:33,IP Address,172.58.22.247,100,47,True,2018-11-01 13:27:34,R_3IWadXkgL08Zz9x,,,,,34.2386932373046875,-118.477203369140625,anonymous,EN,Yes- I consent,,,,,,44,Male,,Asian,,Yes,Lean Republican,Yes,2
2018-11-01 13:26:44,2018-11-01 13:27:42,IP Address,216.36.11.149,100,57,True,2018-11-01 13:27:42,R_242FjzTwDPY0oKj,,,,,38.2494964599609375,-76.45290374755859375,anonymous,EN,Yes- I consent,8.197,29.095,40.075,2,3,20,Male,,Caucasian,,Maybe,Lean Republican,Yes,1
2018-11-01 13:26:34,2018-11-01 13:27:49,IP Address,73.11.165.26,100,74,True,2018-11-01 13:27:49,R_21oCP2JEPE8RZJj,,,,,47.7205047607421875,-122.206695556640625,anonymous,EN,Yes- I consent,40.065,42.702,43.589,5,3,26,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:26:06,2018-11-01 13:27:52,IP Address,208.107.75.25,100,105,True,2018-11-01 13:27:52,R_3Hhu7WtNYA7xmGt,,,,,43.5041961669921875,-96.83910369873046875,anonymous,EN,Yes- I consent,49.366,49.366,54.073,1,3,48,Male,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:24:04,2018-11-01 13:27:52,IP Address,38.83.140.6,100,228,True,2018-11-01 13:27:52,R_3EDMJb8mzV00LNh,,,,,36.12139892578125,-79.7733001708984375,anonymous,EN,Yes- I consent,43.6,43.6,44.683,1,3,27,Male,,Asian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:26:26,2018-11-01 13:27:53,IP Address,107.192.238.64,100,86,True,2018-11-01 13:27:53,R_2X6YQe8YBK1JsLo,,,,,33.5641021728515625,-83.843902587890625,anonymous,EN,Yes- I consent,47.148,47.148,48.414,1,3,41,Male,,Black/African,,Yes,Lean Democrat,No,1
2018-11-01 13:27:29,2018-11-01 13:27:53,IP Address,50.24.53.191,100,23,True,2018-11-01 13:27:53,R_1jTxY6nMl2JKkvy,,,,,30.5670013427734375,-96.28369903564453125,anonymous,EN,Yes- I consent,,,,,,29,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:26:21,2018-11-01 13:27:58,IP Address,206.74.212.250,100,96,True,2018-11-01 13:27:58,R_21jhJFNRDz8LwiJ,,,,,34.9925994873046875,-81.17870330810546875,anonymous,EN,Yes- I consent,71.394,71.394,72.454,1,5,18,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:27:10,2018-11-01 13:27:58,IP Address,104.6.98.241,100,48,True,2018-11-01 13:27:58,R_Qn8oOXKvJNB8n5v,,,,,35.2406005859375,-89.843597412109375,anonymous,EN,Yes- I consent,,,,,,38,Female,,Black/African,,No,Somewhere in-between,No,2
2018-11-01 13:25:35,2018-11-01 13:28:02,IP Address,108.233.81.229,100,146,True,2018-11-01 13:28:02,R_RgJscj3PfVMXfZn,,,,,37.773101806640625,-121.751495361328125,anonymous,EN,Yes- I consent,52.257,53.409,84.106,2,3,44,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:27:42,2018-11-01 13:28:01,IP Address,138.229.235.193,100,19,True,2018-11-01 13:28:02,R_1MYYJHwTeiIFokl,,,,,34.091400146484375,-118.129302978515625,anonymous,EN,Yes- I consent,,,,,,23,Male,,Asian,,No,Lean Democrat,,2
2018-11-01 13:27:04,2018-11-01 13:28:08,IP Address,68.84.141.22,100,63,True,2018-11-01 13:28:08,R_1rkLL2BjA2R1Oeb,,,,,38.861297607421875,-75.40000152587890625,anonymous,EN,Yes- I consent,,,,,,53,Female,,Caucasian,,No,Somewhere in-between,,2
2018-11-01 13:26:12,2018-11-01 13:28:14,IP Address,108.89.41.224,100,121,True,2018-11-01 13:28:15,R_22ogTuJnzPmbB7C,,,,,30.083099365234375,-81.86299896240234375,anonymous,EN,Yes- I consent,55.987,55.987,58.07,1,3,65,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:27:43,2018-11-01 13:28:15,IP Address,130.49.162.129,100,31,True,2018-11-01 13:28:15,R_2e8ThV9JZdWeZ2o,,,,,40.4344024658203125,-80.02480316162109375,anonymous,EN,Yes- I consent,,,,,,19,Male,,Caucasian,,Maybe,Lean Democrat,Yes,2
2018-11-01 13:27:54,2018-11-01 13:28:16,IP Address,73.61.190.203,100,22,True,2018-11-01 13:28:17,R_1DoQeOEYw7qi6RS,,,,,42.515106201171875,-70.900299072265625,anonymous,EN,Yes- I consent,,,,,,32,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:27:46,2018-11-01 13:28:21,IP Address,172.56.7.201,100,35,True,2018-11-01 13:28:21,R_8kNBs9mqdzc08eZ,,,,,32.7357025146484375,-97.10810089111328125,anonymous,EN,Yes- I consent,,,,,,27,Female,,Black/African,,Yes,Lean Democrat,Yes,2
2018-11-01 13:27:29,2018-11-01 13:28:22,IP Address,97.126.107.25,100,53,True,2018-11-01 13:28:23,R_1dtUEu9hQXPLe3e,,,,,47.6732940673828125,-122.3426055908203125,anonymous,EN,Yes- I consent,14.746,14.746,34.669,1,3,30,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:28:02,2018-11-01 13:28:24,IP Address,104.129.73.210,100,21,True,2018-11-01 13:28:24,R_1QsDArvTrq19mRZ,,,,,40.8014984130859375,-72.8675994873046875,anonymous,EN,Yes- I consent,,,,,,32,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:26:18,2018-11-01 13:28:25,IP Address,174.71.1.84,100,127,True,2018-11-01 13:28:26,R_1jpn2HGuAnQfqnf,,,,,41.2615966796875,-95.825103759765625,anonymous,EN,Yes- I consent,39.421,39.421,42.99,1,3,28,Female,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:28:03,2018-11-01 13:28:28,IP Address,206.213.43.100,100,24,True,2018-11-01 13:28:28,R_3HZI7k7AjzzB6Nn,,,,,33.3860931396484375,-111.84690093994140625,anonymous,EN,Yes- I consent,,,,,,29,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:27:13,2018-11-01 13:28:28,IP Address,184.99.175.251,100,75,True,2018-11-01 13:28:28,R_1jN9dX79CHHIjUk,,,,,46.8542938232421875,-96.828399658203125,anonymous,EN,Yes- I consent,43.011,43.011,45.931,1,3,29,Female,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:26:24,2018-11-01 13:28:34,IP Address,24.88.118.240,100,130,True,2018-11-01 13:28:34,R_qIv5oP97L6OLk3L,,,,,33.0279998779296875,-80.17389678955078125,anonymous,EN,Yes- I consent,51.334,88.234,89.28,3,3,62,Male,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:26:49,2018-11-01 13:28:36,IP Address,74.98.167.190,100,106,True,2018-11-01 13:28:36,R_25ZneMhy5a2cVea,,,,,36.735198974609375,-76.2384033203125,anonymous,EN,Yes- I consent,48.901,48.901,51.935,1,3,65,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:27:12,2018-11-01 13:28:46,IP Address,158.111.236.185,100,93,True,2018-11-01 13:28:46,R_2V2ueIrMzbUVoWy,,,,,39.6504974365234375,-79.944000244140625,anonymous,EN,Yes- I consent,68.405,68.405,71.879,1,3,34,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:28:10,2018-11-01 13:28:47,IP Address,107.11.182.58,100,37,True,2018-11-01 13:28:47,R_C1X7B1oueWYZ2y5,,,,,40.2754058837890625,-81.865997314453125,anonymous,EN,Yes- I consent,,,,,,26,Male,,Caucasian,,No,Lean Democrat,Yes,2
2018-11-01 13:25:01,2018-11-01 13:28:52,IP Address,205.153.204.1,100,230,True,2018-11-01 13:28:52,R_3RyfO2pbGl8bikM,,,,,42.293304443359375,-121.81689453125,anonymous,EN,Yes- I consent,,,,,,45,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:28:00,2018-11-01 13:28:52,IP Address,35.20.206.12,100,51,True,2018-11-01 13:28:52,R_3jSOOkSqJl7LZ35,,,,,42.728302001953125,-84.48819732666015625,anonymous,EN,Yes- I consent,20.201,26.61,33.054,3,3,21,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:27:41,2018-11-01 13:28:55,IP Address,71.217.160.184,100,73,True,2018-11-01 13:28:55,R_3ElQ1yLQRHIy0kt,,,,,45.9665985107421875,-111.112396240234375,anonymous,EN,Yes- I consent,,,,,,66,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:27:53,2018-11-01 13:28:56,IP Address,98.238.156.183,100,63,True,2018-11-01 13:28:56,R_D2HfKxy2ZwrDdLj,,,,,38.4243011474609375,-121.4369964599609375,anonymous,EN,Yes- I consent,4.889,34.702,35.423,12,3,23,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:28:32,2018-11-01 13:28:58,IP Address,136.2.16.184,100,25,True,2018-11-01 13:28:59,R_2QuPtOF6eBreUi8,,,,,42.335296630859375,-83.28639984130859375,anonymous,EN,Yes- I consent,,,,,,20,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:27:09,2018-11-01 13:28:59,IP Address,64.25.207.20,100,109,True,2018-11-01 13:28:59,R_3L08Llc21cPskU9,,,,,43.565704345703125,-84.58730316162109375,anonymous,EN,Yes- I consent,,,,,,26,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:27:57,2018-11-01 13:29:01,IP Address,71.195.35.1,100,64,True,2018-11-01 13:29:02,R_2BtCWn9rQiBESc2,,,,,44.822998046875,-93.34850311279296875,anonymous,EN,Yes- I consent,37.977,41.348,42.053,2,3,29,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:28:34,2018-11-01 13:29:06,IP Address,104.231.86.33,100,31,True,2018-11-01 13:29:06,R_1ltVNqgZuERJRre,,,,,41.6894989013671875,-81.34210205078125,anonymous,EN,Yes- I consent,,,,,,47,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:28:12,2018-11-01 13:29:18,IP Address,76.16.74.0,100,66,True,2018-11-01 13:29:18,R_wTryofZp2msl201,,,,,42.4084930419921875,-87.85959625244140625,anonymous,EN,Yes- I consent,12.648,41.401,42.092,9,3,27,Female,,Black/African,,Yes,Lean Republican,Yes,1
2018-11-01 13:28:58,2018-11-01 13:29:19,IP Address,69.85.255.82,100,20,True,2018-11-01 13:29:19,R_0JlcCy7I9VJWctb,,,,,30.5240936279296875,-87.21669769287109375,anonymous,EN,Yes- I consent,,,,,,33,Female,,Caucasian,,Maybe,Lean Democrat,Yes,2
2018-11-01 13:28:56,2018-11-01 13:29:23,IP Address,104.129.196.211,100,26,True,2018-11-01 13:29:23,R_3M4ZX5BoHJLUaRe,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,Yes- I consent,,,,,,43,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:29:04,2018-11-01 13:29:25,IP Address,184.74.46.178,100,21,True,2018-11-01 13:29:26,R_Zg8LZAXtbdDVXtD,,,,,42.908203125,-78.82250213623046875,anonymous,EN,Yes- I consent,,,,,,40,Male,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:27:56,2018-11-01 13:29:26,IP Address,71.225.107.23,100,89,True,2018-11-01 13:29:26,R_3RsyVn32x96UWuK,,,,,40.0612030029296875,-75.39990234375,anonymous,EN,Yes- I consent,,,,,,73,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:28:29,2018-11-01 13:29:35,IP Address,67.11.212.123,100,65,True,2018-11-01 13:29:35,R_1FstAu4bXohS9v5,,,,,29.556304931640625,-98.3643035888671875,anonymous,EN,Yes- I consent,26.377,31.589,33.278,3,3,34,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:27:54,2018-11-01 13:29:36,IP Address,76.117.133.173,100,101,True,2018-11-01 13:29:36,R_2Qo0IoA292HX9Ma,,,,,40.7209014892578125,-74.0467987060546875,anonymous,EN,Yes- I consent,4.476,35.681,68.34,3,3,23,Female,,Caucasian,,Maybe,Lean Democrat,No,1
2018-11-01 13:28:29,2018-11-01 13:29:38,IP Address,97.70.167.36,100,69,True,2018-11-01 13:29:39,R_Z37W6OMrFgts2Qh,,,,,42.4633941650390625,-83.464599609375,anonymous,EN,Yes- I consent,1.737,39.988,42.264,6,3,36,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:29:09,2018-11-01 13:29:42,IP Address,72.249.239.118,100,33,True,2018-11-01 13:29:43,R_OJY80UXdQkwNOlb,,,,,38.080902099609375,-108.28600311279296875,anonymous,EN,Yes- I consent,,,,,,36,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:29:08,2018-11-01 13:29:43,IP Address,100.16.5.231,100,34,True,2018-11-01 13:29:43,R_2rwOdOcTfinTo7m,,,,,39.539398193359375,-76.3563995361328125,anonymous,EN,Yes- I consent,,,,,,45,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:28:36,2018-11-01 13:29:44,IP Address,198.182.194.170,100,67,True,2018-11-01 13:29:44,R_2WBeRsOzlnvu7TL,,,,,45.518096923828125,-122.67449951171875,anonymous,EN,Yes- I consent,,,,,,36,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:28:25,2018-11-01 13:29:49,IP Address,74.78.212.206,100,84,True,2018-11-01 13:29:50,R_ugmHlPDXIMU9lyp,,,,,43.1067047119140625,-75.2313995361328125,anonymous,EN,Yes- I consent,49.582,49.582,50.471,1,3,33,Male,,Caucasian,,Maybe,Somewhere in-between,Yes,1
2018-11-01 13:29:12,2018-11-01 13:29:58,IP Address,71.112.195.217,100,45,True,2018-11-01 13:29:58,R_3F4YSlZ0tO4c6nc,,,,,40.434600830078125,-79.86550140380859375,anonymous,EN,Yes- I consent,,,,,,40,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:28:52,2018-11-01 13:30:00,IP Address,76.93.229.113,100,68,True,2018-11-01 13:30:00,R_1mXCjgDLK4SOfzk,,,,,33.841400146484375,-116.534698486328125,anonymous,EN,Yes- I consent,23.636,23.636,38.358,1,3,39,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:29:29,2018-11-01 13:30:06,IP Address,216.7.112.62,100,36,True,2018-11-01 13:30:06,R_3NDoTTT2vwdgmx6,,,,,42.293304443359375,-121.81689453125,anonymous,EN,Yes- I consent,,,,,,45,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:29:02,2018-11-01 13:30:06,IP Address,192.40.202.200,100,63,True,2018-11-01 13:30:06,R_3qPuv2MjIDlbkRX,,,,,41.7765960693359375,-71.43830108642578125,anonymous,EN,Yes- I consent,41.619,41.619,42.619,1,3,40,Male,,Caucasian,,Maybe,Lean Republican,Yes,1
2018-11-01 13:28:40,2018-11-01 13:30:09,IP Address,172.58.11.73,100,89,True,2018-11-01 13:30:09,R_10vIBvVaSJqL7b2,,,,,25.85760498046875,-80.27809906005859375,anonymous,EN,Yes- I consent,4.698,43.965,44.795,5,3,32,Female,,Other - Please specify,Latina,No,Somewhere in-between,No,1
2018-11-01 13:29:19,2018-11-01 13:30:10,IP Address,65.29.200.76,100,50,True,2018-11-01 13:30:10,R_2ovEQjLmL3KDrkl,,,,,39.906494140625,-83.7487030029296875,anonymous,EN,Yes- I consent,,,,,,34,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:25:21,2018-11-01 13:30:11,IP Address,24.172.78.250,100,289,True,2018-11-01 13:30:11,R_1kGDasyFkTF6YgN,,,,,33.6985015869140625,-78.9031982421875,anonymous,EN,Yes- I consent,174.471,252.375,256.436,7,3,36,Male,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:29:14,2018-11-01 13:30:18,IP Address,147.206.5.3,100,63,True,2018-11-01 13:30:18,R_3OodzZM11OlV8gy,,,,,30.0070953369140625,-90.10939788818359375,anonymous,EN,Yes- I consent,39.553,39.553,41.008,1,3,30,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:29:03,2018-11-01 13:30:20,IP Address,99.61.181.109,100,76,True,2018-11-01 13:30:20,R_1N3qbwawvqgwyZa,,,,,30.019805908203125,-95.40869903564453125,anonymous,EN,Yes- I consent,44.234,44.234,45.652,1,3,51,Female,,"Caucasian,Native American",,Yes,Lean Republican,Yes,1
2018-11-01 13:28:30,2018-11-01 13:30:20,IP Address,205.197.219.74,100,110,True,2018-11-01 13:30:20,R_rrrbQbbANYHQAkF,,,,,39.9976043701171875,-111.81420135498046875,anonymous,EN,Yes- I consent,1.875,73.455,76.306,5,3,35,Female,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:27:44,2018-11-01 13:30:24,IP Address,75.177.98.242,100,160,True,2018-11-01 13:30:25,R_00TTURZb0BGBCqB,,,,,36.461700439453125,-80.61910247802734375,anonymous,EN,Yes- I consent,129.7,129.7,140.312,1,3,37,Female,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:29:15,2018-11-01 13:30:26,IP Address,184.54.30.221,100,71,True,2018-11-01 13:30:26,R_sYlVjbNWwbRse4x,,,,,39.1103973388671875,-84.5756988525390625,anonymous,EN,Yes- I consent,23.745,23.745,33.074,1,3,43,Female,,Caucasian,,No,Lean Republican,No,1
2018-11-01 13:29:34,2018-11-01 13:30:29,IP Address,69.179.143.102,100,54,True,2018-11-01 13:30:29,R_2c1SjJ2oIsnzM3q,,,,,39.0012054443359375,-90.96240234375,anonymous,EN,Yes- I consent,,,,,,39,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:29:40,2018-11-01 13:30:32,IP Address,172.56.4.151,100,51,True,2018-11-01 13:30:32,R_1cYeijvYSIZrMSR,,,,,35.2270965576171875,-80.84310150146484375,anonymous,EN,Yes- I consent,,,,,,21,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:27:31,2018-11-01 13:30:34,IP Address,70.187.80.244,100,183,True,2018-11-01 13:30:34,R_3KVonpwRLe9wJrD,,,,,29.645599365234375,-82.40329742431640625,anonymous,EN,Yes- I consent,16.311,103.638,104.438,2,3,25,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:25:03,2018-11-01 13:30:35,IP Address,75.85.176.151,100,332,True,2018-11-01 13:30:36,R_2U4vPJ5BCvcACjM,,,,,33.119293212890625,-117.18499755859375,anonymous,EN,Yes- I consent,,,,,,41,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:29:39,2018-11-01 13:30:49,IP Address,70.165.112.181,100,70,True,2018-11-01 13:30:50,R_3HH8ZrMrgwI04Cq,,,,,30.399993896484375,-91.1454010009765625,anonymous,EN,Yes- I consent,9.918,10.822,33.806,2,5,29,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:29:40,2018-11-01 13:30:58,IP Address,73.180.8.164,100,78,True,2018-11-01 13:30:59,R_3NxnF4zwwMb5TBr,,,,,45.4403076171875,-122.779296875,anonymous,EN,Yes- I consent,,,,,,36,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:30:37,2018-11-01 13:30:58,Spam,69.179.143.102,100,21,True,2018-11-01 13:30:59,R_1l4fkYb4XOWbkNj,,,,,38.825103759765625,-90.7288970947265625,anonymous,EN,Yes- I consent,,,,,,39,Male,,Caucasian,,Yes,Lean Republican,Yes,2
