StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q37,Q7,Q8,Q8_4_TEXT,Q35,Q35_7_TEXT,Q11,Q10,Q1,Condition
2018-11-01 13:51:11,2018-11-01 13:52:08,IP Address,209.129.121.81,100,56,True,2018-11-01 13:52:08,R_3gMe4Ma7WyPTETp,,,,,36.7303924560546875,-119.7888031005859375,anonymous,EN,Yes- I consent,,,,,,31,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:52:00,2018-11-01 13:52:24,IP Address,98.200.189.160,100,23,True,2018-11-01 13:52:24,R_z299oqL4VMa6MF3,,,,,29.7404022216796875,-95.8303985595703125,anonymous,EN,Yes- I consent,,,,,,30,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:51:01,2018-11-01 13:52:25,IP Address,173.85.106.157,100,84,True,2018-11-01 13:52:26,R_3gMm8YLDUe8Ngk0,,,,,47.9884033203125,-122.20059967041015625,anonymous,EN,Yes- I consent,51.962,54.624,56.003,3,3,35,Female,,Asian,,Maybe,Lean Democrat,No,1
2018-11-01 13:51:27,2018-11-01 13:52:47,IP Address,50.105.191.0,100,79,True,2018-11-01 13:52:48,R_1jVrppfcOY3qFZL,,,,,43.5774993896484375,-89.482696533203125,anonymous,EN,Yes- I consent,50.012,52.35,53.082,2,5,25,Male,,Caucasian,,Maybe,Lean Republican,Yes,1
2018-11-01 13:47:18,2018-11-01 13:53:23,IP Address,67.40.177.74,100,365,True,2018-11-01 13:53:23,R_voH21lANAfLozVT,,,,,47.63189697265625,-122.2967987060546875,anonymous,EN,Yes- I consent,132.414,132.414,133.321,1,3,26,Non-binary/ third gender,,Caucasian,,Maybe,Somewhere in-between,Yes,1
2018-11-01 13:53:13,2018-11-01 13:53:43,IP Address,71.34.74.93,100,30,True,2018-11-01 13:53:44,R_25sgKxJ7Ru1euME,,,,,45.53729248046875,-122.59870147705078125,anonymous,EN,Yes- I consent,,,,,,28,Female,,Caucasian,,No,Somewhere in-between,No,2
2018-11-01 13:52:46,2018-11-01 13:53:59,IP Address,107.77.234.58,100,72,True,2018-11-01 13:53:59,R_1OZdOUHo69eXYx6,,,,,33.748992919921875,-84.38800048828125,anonymous,EN,Yes- I consent,,,,,,51,Male,,Black/African,,Yes,Lean Democrat,Yes,2
2018-11-01 13:52:43,2018-11-01 13:53:59,IP Address,24.158.49.60,100,75,True,2018-11-01 13:53:59,R_3nDv4qUtn1bm5ny,,,,,34.641693115234375,-82.54450225830078125,anonymous,EN,Yes- I consent,40.978,43.506,44.533,3,3,47,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:53:50,2018-11-01 13:54:12,IP Address,76.31.186.165,100,22,True,2018-11-01 13:54:12,R_1ogOD7gLkawT18y,,,,,30.019805908203125,-95.40869903564453125,anonymous,EN,Yes- I consent,,,,,,25,Female,,"Caucasian,Other - Please specify",Brazilian,Maybe,Lean Democrat,No,2
2018-11-01 13:54:00,2018-11-01 13:54:35,IP Address,173.230.83.1,100,34,True,2018-11-01 13:54:35,R_3GpPFZlyfzTIEGM,,,,,34.68389892578125,-82.81169891357421875,anonymous,EN,Yes- I consent,,,,,,22,Male,,Caucasian,,No,Somewhere in-between,Yes,2
2018-11-01 13:53:11,2018-11-01 13:54:40,IP Address,73.189.144.59,100,88,True,2018-11-01 13:54:40,R_3hxqZffmkrIClCw,,,,,37.7957000732421875,-122.2429046630859375,anonymous,EN,Yes- I consent,56.802,56.802,58.029,1,3,53,Female,,Asian,,No,Lean Democrat,No,1
2018-11-01 13:54:12,2018-11-01 13:54:51,IP Address,66.210.243.131,100,39,True,2018-11-01 13:54:51,R_3fYSgD1m75gOSQG,,,,,33.531097412109375,-112.17669677734375,anonymous,EN,Yes- I consent,,,,,,60,Male,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:54:01,2018-11-01 13:55:09,IP Address,174.20.117.229,100,67,True,2018-11-01 13:55:09,R_ZdTLcJEAfIPX3QB,,,,,45.0735931396484375,-93.13800048828125,anonymous,EN,Yes- I consent,12.769,41.296,44.914,3,3,37,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:54:24,2018-11-01 13:55:34,IP Address,71.68.54.117,100,69,True,2018-11-01 13:55:34,R_1F97hssA6obkzm5,,,,,35.193603515625,-80.684600830078125,anonymous,EN,Yes- I consent,38.762,38.762,40.596,1,3,38,Male,,Asian,,Maybe,Lean Democrat,Yes,1
2018-11-01 13:54:58,2018-11-01 13:55:39,IP Address,67.182.33.94,100,41,True,2018-11-01 13:55:40,R_1JKJ8fo47vQZ6Gh,,,,,37.63690185546875,-121.0171051025390625,anonymous,EN,Yes- I consent,,,,,,26,Male,,Asian,,Yes,Lean Republican,Yes,2
2018-11-01 13:53:13,2018-11-01 13:56:00,IP Address,69.207.210.156,100,166,True,2018-11-01 13:56:00,R_3DcQL8m0oEG8JlT,,,,,42.462493896484375,-75.049102783203125,anonymous,EN,Yes- I consent,111.193,114.96,116.106,2,3,38,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:55:05,2018-11-01 13:56:08,IP Address,184.105.35.33,100,63,True,2018-11-01 13:56:09,R_12o6A8uI251VNis,,,,,31.4093017578125,-97.23020172119140625,anonymous,EN,Yes- I consent,36.667,36.667,39.035,1,3,48,Female,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:55:40,2018-11-01 13:56:10,IP Address,24.177.221.234,100,29,True,2018-11-01 13:56:11,R_1QoXeY1pM5wR1eD,,,,,43.7982025146484375,-91.12860107421875,anonymous,EN,Yes- I consent,,,,,,32,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:54:08,2018-11-01 13:56:11,IP Address,104.37.31.176,100,122,True,2018-11-01 13:56:11,R_2alf71kJpZuwOYc,,,,,38.7259063720703125,-75.1678009033203125,anonymous,EN,Yes- I consent,43.28,43.28,59.03,1,3,26,Female,,Other - Please specify,Middle Eastern,Maybe,Somewhere in-between,Yes,1
2018-11-01 13:56:00,2018-11-01 13:56:46,IP Address,173.3.60.107,100,46,True,2018-11-01 13:56:46,R_4OXaDp8gAbXbC7v,,,,,41.2639007568359375,-74.3634033203125,anonymous,EN,Yes- I consent,,,,,,49,Female,,Caucasian,,No,Lean Democrat,No,2
2018-11-01 13:49:55,2018-11-01 13:57:01,IP Address,76.118.56.130,100,425,True,2018-11-01 13:57:01,R_3lXG4Ln2cwuq2rc,,,,,41.8560943603515625,-72.66390228271484375,anonymous,EN,Yes- I consent,203.629,257.695,258.604,8,3,25,Male,,Native American,,Yes,Lean Democrat,Yes,1
2018-11-01 13:56:18,2018-11-01 13:57:01,IP Address,75.97.92.12,100,43,True,2018-11-01 13:57:01,R_3KxNqqabHQwatS9,,,,,40.82989501953125,-75.6974029541015625,anonymous,EN,Yes- I consent,,,,,,24,Female,,Caucasian,,No,Lean Democrat,No,2
2018-11-01 13:55:44,2018-11-01 13:57:32,IP Address,152.133.6.135,100,108,True,2018-11-01 13:57:33,R_RISFLrz0hKWwrsd,,,,,40.6699981689453125,-73.93669891357421875,anonymous,EN,Yes- I consent,,,,,,34,Female,,Asian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:57:17,2018-11-01 13:58:33,IP Address,174.18.160.185,100,75,True,2018-11-01 13:58:33,R_4MCOHPwz5SkiHct,,,,,32.246795654296875,-110.92220306396484375,anonymous,EN,Yes- I consent,6.403,48.662,49.405,4,3,57,Female,,Other - Please specify,USA,Yes,Lean Democrat,Yes,1
2018-11-01 13:58:08,2018-11-01 13:58:49,IP Address,97.90.210.58,100,40,True,2018-11-01 13:58:49,R_bQahnjMppI970s1,,,,,35.6819000244140625,-82.01799774169921875,anonymous,EN,Yes- I consent,,,,,,42,Female,,Caucasian,,Maybe,Somewhere in-between,No,2
2018-11-01 13:58:05,2018-11-01 13:58:50,IP Address,47.197.18.33,100,45,True,2018-11-01 13:58:51,R_beLzx7KtHruMCHv,,,,,28.12030029296875,-82.35289764404296875,anonymous,EN,Yes- I consent,,,,,,28,Male,,Caucasian,,No,Lean Republican,No,2
2018-11-01 13:58:52,2018-11-01 13:59:14,IP Address,67.162.102.107,100,21,True,2018-11-01 13:59:14,R_1o5wkNkXYqJA9n8,,,,,40.4705047607421875,-88.94329833984375,anonymous,EN,Yes- I consent,,,,,,29,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:57:31,2018-11-01 13:59:38,IP Address,73.142.77.95,100,127,True,2018-11-01 13:59:39,R_cYiJWtOlYOFzREB,,,,,42.0399017333984375,-70.71630096435546875,anonymous,EN,Yes- I consent,76.499,79.02,80.838,2,3,68,Female,,Black/African,,Yes,Lean Democrat,Yes,1
2018-11-01 13:59:20,2018-11-01 13:59:47,IP Address,70.165.94.216,100,26,True,2018-11-01 13:59:47,R_2E6kL3uxRHq6Uv1,,,,,29.9980010986328125,-90.134002685546875,anonymous,EN,Yes- I consent,,,,,,34,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 13:59:03,2018-11-01 13:59:50,IP Address,73.165.184.111,100,46,True,2018-11-01 13:59:50,R_122ScSrocFkhjF6,,,,,40.23779296875,-75.295501708984375,anonymous,EN,Yes- I consent,,,,,,70,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 13:58:30,2018-11-01 14:00:04,IP Address,108.210.255.126,100,94,True,2018-11-01 14:00:05,R_3dPJvKIJpqJyEAe,,,,,38.4304962158203125,-90.38700103759765625,anonymous,EN,Yes- I consent,50.332,51.895,54.973,4,3,32,Female,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-01 13:58:31,2018-11-01 14:00:10,IP Address,47.201.133.28,100,98,True,2018-11-01 14:00:10,R_3DwlCvDUfA7BEAp,,,,,28.3112030029296875,-81.66429901123046875,anonymous,EN,Yes- I consent,55.477,55.477,56.987,1,3,69,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:59:08,2018-11-01 14:00:23,IP Address,98.11.37.18,100,75,True,2018-11-01 14:00:24,R_2TLVUPOsCN9za49,,,,,42.103302001953125,-78.40419769287109375,anonymous,EN,Yes- I consent,41.91,41.91,43.411,1,3,35,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 14:00:06,2018-11-01 14:00:38,IP Address,64.33.92.232,100,32,True,2018-11-01 14:00:39,R_10IpGD8ViPfAffe,,,,,44.1414947509765625,-103.2052001953125,anonymous,EN,Yes- I consent,,,,,,20,Non-binary/ third gender,,Caucasian,,Maybe,Somewhere in-between,Yes,2
2018-11-01 14:00:28,2018-11-01 14:01:33,IP Address,174.201.16.7,100,65,True,2018-11-01 14:01:34,R_1PUyw6HLTRqa1n7,,,,,40.049102783203125,-75.2281036376953125,anonymous,EN,Yes- I consent,,,,,,46,Female,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 13:56:12,2018-11-01 14:01:35,IP Address,72.176.120.33,100,322,True,2018-11-01 14:01:35,R_1P1xrThpfAund3z,,,,,27.701995849609375,-97.34239959716796875,anonymous,EN,Yes- I consent,206.896,206.896,225.925,1,3,31,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 14:00:19,2018-11-01 14:01:55,IP Address,73.62.1.185,100,96,True,2018-11-01 14:01:55,R_aW40CvMfUbcbXgd,,,,,26.9904937744140625,-82.09639739990234375,anonymous,EN,Yes- I consent,2.497,46.222,48.053,4,3,30,Female,,"Black/African,Caucasian,Native American,Other - Please specify",hispanic,Yes,Lean Democrat,Yes,1
2018-11-01 13:59:57,2018-11-01 14:01:57,IP Address,73.165.184.111,100,120,True,2018-11-01 14:01:57,R_yvSvXYWszm7ToOJ,,,,,40.23779296875,-75.295501708984375,anonymous,EN,Yes- I consent,24.777,58.398,60.283,3,3,70,Female,,Caucasian,,Yes,Somewhere in-between,Yes,1
2018-11-01 14:01:29,2018-11-01 14:02:07,IP Address,50.235.29.58,100,38,True,2018-11-01 14:02:07,R_2VOaDxYEhlKIfxP,,,,,42.2794036865234375,-83.78399658203125,anonymous,EN,Yes- I consent,,,,,,37,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 14:01:18,2018-11-01 14:02:33,IP Address,66.66.3.100,100,75,True,2018-11-01 14:02:34,R_10SPn8JxSgTdz4P,,,,,43.1858062744140625,-77.6024017333984375,anonymous,EN,Yes- I consent,37.961,37.961,42.394,1,3,24,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 14:00:48,2018-11-01 14:02:46,IP Address,67.191.210.179,100,118,True,2018-11-01 14:02:46,R_2wgk4IW3p1kCFds,,,,,33.5487060546875,-84.40239715576171875,anonymous,EN,Yes- I consent,3.9,82.395,83.705,6,3,25,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 13:53:30,2018-11-01 14:03:31,IP Address,24.210.43.198,100,601,True,2018-11-01 14:03:31,R_07oUkQqmJrOPcQN,,,,,40.0009002685546875,-82.668701171875,anonymous,EN,Yes- I consent,,,,,,28,Female,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 14:02:51,2018-11-01 14:03:35,IP Address,50.232.64.50,100,44,True,2018-11-01 14:03:35,R_XSo9Cttf8ehkz2F,,,,,42.2490997314453125,-70.997802734375,anonymous,EN,Yes- I consent,,,,,,33,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 14:03:20,2018-11-01 14:04:01,IP Address,76.126.51.68,100,41,True,2018-11-01 14:04:02,R_1l60lPENiPexMEp,,,,,37.878692626953125,-122.17279815673828125,anonymous,EN,Yes- I consent,,,,,,41,Male,,Caucasian,,Maybe,Lean Democrat,Yes,2
2018-11-01 14:03:46,2018-11-01 14:04:44,IP Address,162.155.236.130,100,57,True,2018-11-01 14:04:44,R_1pKdskun3hUjgJd,,,,,41.5592041015625,-81.4828033447265625,anonymous,EN,Yes- I consent,20.339,20.339,36.587,1,3,31,Male,,Caucasian,,Yes,Lean Republican,Yes,1
2018-11-01 14:04:29,2018-11-01 14:04:56,IP Address,64.147.8.1,100,27,True,2018-11-01 14:04:57,R_1FLmuaOfJyuroJz,,,,,33.6750946044921875,-117.7339019775390625,anonymous,EN,Yes- I consent,,,,,,33,Male,,Asian,,Yes,Lean Republican,Yes,2
2018-11-01 14:05:27,2018-11-01 14:05:51,IP Address,63.119.113.19,100,23,True,2018-11-01 14:05:51,R_3fcrrlxgXoZfNsz,,,,,40.71429443359375,-74.0059967041015625,anonymous,EN,Yes- I consent,,,,,,25,Male,,Black/African,,Yes,Lean Democrat,Yes,2
2018-11-01 14:04:26,2018-11-01 14:05:52,IP Address,69.181.223.187,100,86,True,2018-11-01 14:05:53,R_3G7n5eYo089pnhi,,,,,37.7812042236328125,-122.461395263671875,anonymous,EN,Yes- I consent,55.889,55.889,57.109,1,3,40,Male,,Caucasian,,Maybe,Lean Republican,Yes,1
2018-11-01 14:04:45,2018-11-01 14:06:00,IP Address,47.14.120.46,100,74,True,2018-11-01 14:06:00,R_1BRQ4m8l7n1jIX6,,,,,42.20269775390625,-71.68129730224609375,anonymous,EN,Yes- I consent,44.709,44.709,46.255,1,3,58,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 14:07:12,2018-11-01 14:07:39,IP Address,73.24.103.111,100,26,True,2018-11-01 14:07:39,R_3fBOJDPYwGeXCCi,,,,,28.5106048583984375,-81.197601318359375,anonymous,EN,Yes- I consent,,,,,,56,Female,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 14:17:01,2018-11-01 14:17:25,IP Address,73.155.50.63,100,23,True,2018-11-01 14:17:26,R_28AiVxInuEYNXwS,,,,,30.210601806640625,-95.52570343017578125,anonymous,EN,Yes- I consent,,,,,,27,Male,,Caucasian,,Yes,Lean Democrat,Yes,2
2018-11-01 14:06:50,2018-11-01 14:34:13,IP Address,69.147.208.223,100,1642,True,2018-11-01 14:34:13,R_1hM4cALMHM2nF4s,,,,,44.9821929931640625,-92.69950103759765625,anonymous,EN,Yes- I consent,66.074,66.074,67.891,1,3,41,Female,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 14:35:25,2018-11-01 14:36:25,IP Address,66.110.211.20,100,59,True,2018-11-01 14:36:25,R_26bDQ8ElTRxCPzy,,,,,31.9250946044921875,-83.779998779296875,anonymous,EN,Yes- I consent,,,,,,39,Male,,Caucasian,,Yes,Lean Republican,Yes,2
2018-11-01 14:35:36,2018-11-01 14:36:34,IP Address,184.59.113.37,100,58,True,2018-11-01 14:36:35,R_Y35HRMnm5Ls04BX,,,,,39.835296630859375,-84.11229705810546875,anonymous,EN,Yes- I consent,,,,,,40,Female,,"Black/African,Native American",,Yes,Lean Democrat,Yes,2
2018-11-01 14:35:22,2018-11-01 14:36:50,IP Address,71.163.63.118,100,87,True,2018-11-01 14:36:50,R_21u2yFMVeDQ20OW,,,,,38.951995849609375,-77.01999664306640625,anonymous,EN,Yes- I consent,43.811,43.811,45.145,1,3,46,Female,,Black/African,,Yes,Somewhere in-between,Yes,1
2018-11-01 14:35:48,2018-11-01 14:37:11,IP Address,71.195.15.101,100,82,True,2018-11-01 14:37:11,R_2ahOBqQMDhNQd0o,,,,,44.82659912109375,-93.375,anonymous,EN,Yes- I consent,41.891,41.891,47.008,1,3,56,Female,,Asian,,Yes,Lean Republican,Yes,1
2018-11-01 14:36:44,2018-11-01 14:37:18,IP Address,75.109.38.48,100,33,True,2018-11-01 14:37:18,R_2QS8UQYDz7oFZXi,,,,,38.442901611328125,-81.48040008544921875,anonymous,EN,Yes- I consent,,,,,,47,Male,,Caucasian,,Yes,Somewhere in-between,Yes,2
2018-11-01 14:35:35,2018-11-01 14:38:22,IP Address,50.204.136.171,100,166,True,2018-11-01 14:38:22,R_23ZTj8n6gl2dtEE,,,,,38.45489501953125,-122.25640106201171875,anonymous,EN,Yes- I consent,124.473,124.473,125.597,1,3,32,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 14:48:50,2018-11-01 14:50:00,IP Address,107.210.162.40,100,69,True,2018-11-01 14:50:00,R_3GjMgr3ZNU806xT,,,,,33.369598388671875,-84.81939697265625,anonymous,EN,Yes- I consent,40.07,40.562,41.384,2,3,28,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 14:56:22,2018-11-01 15:01:06,IP Address,76.185.183.214,100,284,True,2018-11-01 15:01:06,R_ODOfO5nI8E0DeP7,,,,,29.414794921875,-98.4600982666015625,anonymous,EN,Yes- I consent,,,,,,36,Male,,Other - Please specify,mixed,Maybe,Lean Democrat,Yes,2
2018-11-01 16:01:32,2018-11-01 16:02:44,IP Address,23.117.240.246,100,72,True,2018-11-01 16:02:45,R_qOe95tx0G4AV1Zv,,,,,29.6436004638671875,-95.79799652099609375,anonymous,EN,Yes- I consent,19.967,45.77,46.379,3,3,26,Male,,Caucasian,,Yes,Lean Democrat,Yes,1
2018-11-01 13:18:42,2018-11-01 13:22:46,IP Address,108.30.122.138,38,243,False,2018-11-08 12:22:47,R_27BXKqhSSjDnsiY,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,2
2018-11-01 13:24:19,2018-11-01 13:24:27,IP Address,64.64.32.4,8,7,False,2018-11-08 12:24:39,R_2f2khmYHxJYfUTt,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:24:48,2018-11-01 13:25:01,IP Address,173.80.93.63,8,12,False,2018-11-08 12:25:02,R_eFj7Pww66eaWIO5,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:24:16,2018-11-01 13:25:14,IP Address,199.227.131.146,8,57,False,2018-11-08 12:25:23,R_u9rOllAVnz3GnCh,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:25:26,2018-11-01 13:25:51,IP Address,172.221.187.108,8,24,False,2018-11-08 12:25:57,R_2EA9yiecCUg2Qtu,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:25:43,2018-11-01 13:26:01,IP Address,24.192.185.21,8,18,False,2018-11-08 12:26:03,R_1FnqatZaaZEKXS1,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:26:45,2018-11-01 13:26:57,IP Address,174.196.143.42,8,12,False,2018-11-08 12:26:57,R_3PMj8ZLXrInrPIB,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:29:03,2018-11-01 13:29:19,IP Address,98.22.106.10,8,15,False,2018-11-08 12:29:21,R_2uK9mCdHpUNU75H,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:31:43,2018-11-01 13:31:57,IP Address,65.31.180.86,8,14,False,2018-11-08 12:32:18,R_3MKdrBreyRAuO5C,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:33:07,2018-11-01 13:33:35,IP Address,66.158.35.75,8,27,False,2018-11-08 12:33:39,R_3oRavNPoauaJSzq,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:33:28,2018-11-01 13:33:56,IP Address,69.125.99.29,92,27,False,2018-11-08 12:33:57,R_1g0UAWRFUHV7TOC,,,,,,,anonymous,EN,Yes- I consent,,,,,,28,Male,,Asian,,Maybe,Lean Republican,No,2
2018-11-01 13:42:04,2018-11-01 13:42:24,IP Address,172.56.30.153,8,20,False,2018-11-08 12:42:34,R_3CZouaU1hVqAjW5,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:42:39,2018-11-01 13:42:46,IP Address,35.50.11.97,8,6,False,2018-11-08 12:42:49,R_2D5fMeWQv3Nhk62,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:42:36,2018-11-01 13:42:57,IP Address,134.192.250.68,8,20,False,2018-11-08 12:42:59,R_1M0CdOgh1uLPiLo,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:43:45,2018-11-01 13:43:53,IP Address,168.16.219.202,8,8,False,2018-11-08 12:44:26,R_1iliCuIvAJnOqBB,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:51:33,2018-11-01 13:51:50,IP Address,71.218.130.9,8,16,False,2018-11-08 12:52:01,R_1GQi3qwylvLHgJc,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:54:01,2018-11-01 13:54:10,IP Address,136.59.192.213,8,8,False,2018-11-08 12:54:21,R_2uNW0sbghK0uG0I,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 13:57:11,2018-11-01 13:57:19,IP Address,158.222.167.123,8,8,False,2018-11-08 12:57:19,R_3niQWJk6nj3MpbS,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 14:02:36,2018-11-01 14:02:47,IP Address,12.229.141.138,8,11,False,2018-11-08 13:02:58,R_Rq0CIc7VL88bxyV,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 14:35:33,2018-11-01 14:35:38,IP Address,107.210.162.40,8,4,False,2018-11-08 13:35:49,R_3PZRiTMX5l1HOF8,,,,,,,anonymous,EN,Yes- I consent,,,,,,,,,,,,,,1
2018-11-01 14:50:42,2018-11-01 16:03:27,IP Address,45.47.32.189,69,4365,False,2018-11-08 15:03:39,R_2tmchktSrqwmE6K,,,,,,,anonymous,EN,Yes- I consent,,,,,,34,Male,,Caucasian,,,,,2
